CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-100925,Female,0,No,No,67,Two year,No,Electronic check,110.88,8113.84,Yes
CUST-100926,Female,1,No,Yes,33,One year,Yes,Mailed check,102.57,3718.49,No
CUST-100927,Male,0,No,Yes,10,One year,Yes,Credit card (automatic),60.99,565.77,No
CUST-100928,Male,0,Yes,No,71,One year,No,Credit card (automatic),38.65,2964.28,No
CUST-100929,Male,0,Yes,Yes,37,Month-to-month,Yes,Credit card (automatic),62.81,2453.97,No
CUST-100930,Female,0,No,Yes,72,Month-to-month,Yes,Electronic check,75.03,5030.18,Yes
CUST-100931,Female,0,Yes,No,64,Two year,No,Bank transfer (automatic),115.71,7483.8,No
CUST-100932,Male,1,No,No,55,One year,No,Credit card (automatic),116.29,6341.73,No
CUST-100933,Female,0,No,No,28,Month-to-month,No,Bank transfer (automatic),57.14,1608.3,No
CUST-100934,Female,0,No,No,40,Two year,No,Credit card (automatic),83.24,3377.75,No
CUST-100935,Female,0,Yes,Yes,0,Month-to-month,No,Mailed check,29.49,29.49,No
CUST-100936,Female,0,Yes,Yes,18,Month-to-month,No,Mailed check,33.78,553.71,No
CUST-100937,Male,0,No,Yes,68,Two year,Yes,Credit card (automatic),25.48,1730.88,No
CUST-100938,Female,0,No,No,46,Two year,Yes,Bank transfer (automatic),92.32,4036.43,Yes
CUST-100939,Male,0,Yes,No,0,One year,Yes,Electronic check,107.54,107.54,Yes
CUST-100940,Male,0,Yes,Yes,13,One year,No,Mailed check,83.2,1054.54,No
CUST-100941,Male,0,No,No,33,Month-to-month,No,Bank transfer (automatic),46.81,1599.33,No
CUST-100942,Female,0,Yes,No,55,One year,No,Bank transfer (automatic),57.84,3436.35,No
CUST-100943,Female,0,No,No,67,One year,Yes,Mailed check,20.48,1288.12,No
CUST-100944,Male,0,Yes,No,58,Two year,No,Mailed check,74.77,4217.86,No
CUST-100945,Female,0,No,No,56,Two year,No,Mailed check,59.78,3497.29,No
CUST-100946,Male,0,No,Yes,27,One year,No,Mailed check,53.02,1502.89,No
CUST-100947,Female,0,No,No,44,One year,Yes,Electronic check,20.16,947.34,No
CUST-100948,Male,0,Yes,Yes,26,One year,Yes,Bank transfer (automatic),23.97,596.65,No
CUST-100949,Female,1,No,No,53,Month-to-month,Yes,Bank transfer (automatic),48.05,2564.88,No
CUST-100950,Female,0,Yes,No,65,Month-to-month,Yes,Bank transfer (automatic),55.45,3948.01,No
CUST-100951,Female,0,No,No,54,One year,Yes,Bank transfer (automatic),58.1,2985.92,Yes
CUST-100952,Female,0,Yes,Yes,48,Two year,No,Bank transfer (automatic),97.0,4978.82,No
CUST-100953,Female,0,Yes,Yes,55,Two year,No,Mailed check,68.55,3918.49,No
CUST-100954,Male,1,No,No,53,Two year,Yes,Credit card (automatic),76.09,4397.31,No
CUST-100955,Male,0,No,Yes,8,Month-to-month,Yes,Bank transfer (automatic),34.0,272.63,No
CUST-100956,Female,0,No,No,56,Two year,Yes,Electronic check,116.48,6661.32,Yes
CUST-100957,Male,0,Yes,Yes,5,Month-to-month,No,Bank transfer (automatic),21.05,100.56,Yes
CUST-100958,Female,0,No,No,23,Month-to-month,Yes,Credit card (automatic),83.05,1874.99,Yes
CUST-100959,Male,0,Yes,No,60,Two year,Yes,Electronic check,54.9,3199.88,No
CUST-100960,Male,0,No,No,59,Two year,Yes,Mailed check,70.89,4042.38,No
CUST-100961,Female,0,Yes,Yes,44,One year,No,Credit card (automatic),108.35,4850.9,No
CUST-100962,Female,0,No,Yes,9,Month-to-month,Yes,Credit card (automatic),59.6,510.12,No
CUST-100963,Female,0,No,No,11,Month-to-month,Yes,Mailed check,85.04,984.94,Yes
CUST-100964,Male,0,No,No,2,Month-to-month,No,Bank transfer (automatic),34.45,69.47,No
CUST-100965,Male,0,Yes,No,57,Two year,No,Mailed check,114.54,6210.12,Yes
CUST-100966,Male,1,No,Yes,21,One year,Yes,Credit card (automatic),88.68,2026.65,Yes
CUST-100967,Male,1,Yes,Yes,32,Two year,No,Electronic check,22.96,689.02,No
CUST-100968,Female,0,No,Yes,67,One year,Yes,Electronic check,40.06,2947.65,Yes
CUST-100969,Female,0,No,Yes,27,One year,No,Electronic check,71.85,1908.35,No
CUST-100970,Male,0,No,No,40,One year,No,Credit card (automatic),50.71,2142.89,No
CUST-100971,Male,0,No,No,13,Month-to-month,No,Bank transfer (automatic),67.21,934.84,No
CUST-100972,Male,0,Yes,No,53,Two year,Yes,Electronic check,110.8,5580.62,No
CUST-100973,Male,1,Yes,Yes,61,Two year,Yes,Bank transfer (automatic),64.5,3962.46,No
CUST-100974,Female,1,No,Yes,0,Month-to-month,Yes,Mailed check,56.84,56.84,Yes
CUST-100975,Female,0,Yes,Yes,13,One year,Yes,Bank transfer (automatic),21.57,304.92,No
CUST-100976,Female,0,No,Yes,3,Month-to-month,No,Electronic check,37.14,112.09,No
CUST-100977,Female,0,No,No,30,One year,Yes,Credit card (automatic),75.89,2293.58,No
CUST-100978,Male,0,Yes,No,63,One year,Yes,Electronic check,53.42,3350.69,No
CUST-100979,Female,1,Yes,No,59,One year,No,Electronic check,67.85,4204.07,No
CUST-100980,Male,0,No,No,42,One year,Yes,Bank transfer (automatic),55.62,2556.0,No
CUST-100981,Female,0,No,No,53,Two year,No,Electronic check,60.19,3151.12,No
CUST-100982,Female,0,Yes,No,47,Month-to-month,No,Electronic check,78.11,3397.83,Yes
CUST-100983,Female,1,No,No,67,One year,Yes,Mailed check,83.07,5557.63,No
CUST-100984,Male,0,No,No,55,Two year,Yes,Electronic check,82.25,4428.5,No
CUST-100985,Female,0,Yes,Yes,40,One year,Yes,Mailed check,47.59,1769.91,No
CUST-100986,Male,0,Yes,Yes,35,Two year,No,Bank transfer (automatic),64.87,2233.58,No
CUST-100987,Female,0,Yes,No,51,Month-to-month,Yes,Electronic check,107.1,5482.22,Yes
CUST-100988,Female,0,Yes,Yes,61,Two year,Yes,Mailed check,54.11,3284.45,No
CUST-100989,Male,0,No,No,26,Month-to-month,No,Mailed check,81.73,2326.92,No
CUST-100990,Female,1,No,No,71,One year,No,Bank transfer (automatic),104.9,7480.87,No
CUST-100991,Male,0,Yes,No,43,Month-to-month,No,Mailed check,60.82,2529.54,No
CUST-100992,Female,0,No,No,23,Month-to-month,Yes,Bank transfer (automatic),52.16,1202.84,No
CUST-100993,Female,0,No,No,22,One year,No,Credit card (automatic),77.5,1643.04,No
CUST-100994,Male,0,Yes,Yes,13,Two year,Yes,Credit card (automatic),72.92,1005.14,No
CUST-100995,Female,0,No,Yes,57,One year,No,Credit card (automatic),84.28,4389.78,No
CUST-100996,Female,0,Yes,No,54,Two year,No,Mailed check,37.42,1963.86,No
CUST-100997,Male,0,No,No,51,Two year,No,Electronic check,49.32,2539.85,No
CUST-100998,Male,0,No,No,35,Two year,No,Mailed check,77.38,2494.79,Yes
CUST-100999,Female,1,No,Yes,46,One year,No,Electronic check,112.13,4881.65,Yes
CUST-101000,Male,0,No,No,71,Two year,No,Credit card (automatic),54.82,3592.0,No
CUST-101001,Male,0,No,No,6,Month-to-month,No,Bank transfer (automatic),20.24,130.69,No
CUST-101002,Male,0,No,Yes,59,Two year,Yes,Bank transfer (automatic),46.2,2628.19,No
CUST-101003,Male,0,Yes,Yes,11,Month-to-month,Yes,Electronic check,115.2,1369.81,No
CUST-101004,Female,0,Yes,Yes,7,Month-to-month,No,Mailed check,84.13,643.7,Yes
CUST-101005,Male,0,Yes,No,52,One year,Yes,Bank transfer (automatic),81.13,4191.3,No
CUST-101006,Male,0,No,No,35,Month-to-month,No,Credit card (automatic),58.24,2059.96,Yes
CUST-101007,Male,1,No,No,42,Two year,No,Credit card (automatic),25.59,999.62,No
CUST-101008,Male,0,Yes,No,59,Two year,No,Mailed check,85.32,4702.69,No
CUST-101009,Male,1,No,No,6,Month-to-month,Yes,Bank transfer (automatic),115.15,634.31,Yes
CUST-101010,Male,0,No,No,5,Month-to-month,No,Bank transfer (automatic),45.85,233.79,Yes
CUST-101011,Male,0,Yes,No,19,Month-to-month,No,Electronic check,53.59,1040.21,No
CUST-101012,Female,0,Yes,Yes,35,Month-to-month,No,Mailed check,69.81,2250.73,No
CUST-101013,Male,0,No,No,50,Two year,No,Credit card (automatic),69.43,3397.19,No
CUST-101014,Male,0,No,No,19,One year,No,Electronic check,74.41,1383.06,No
CUST-101015,Female,0,Yes,Yes,46,Two year,No,Bank transfer (automatic),24.92,1169.85,No
CUST-101016,Male,1,Yes,No,48,One year,Yes,Bank transfer (automatic),78.01,3973.17,No
CUST-101017,Male,0,Yes,Yes,48,Two year,Yes,Bank transfer (automatic),30.21,1468.1,No
CUST-101018,Female,0,No,No,64,Two year,Yes,Electronic check,50.11,3015.46,Yes
CUST-101019,Male,0,No,Yes,3,One year,Yes,Bank transfer (automatic),58.58,168.23,No
CUST-101020,Male,0,No,Yes,46,Two year,No,Credit card (automatic),109.29,4580.12,No
CUST-101021,Male,1,No,Yes,9,Month-to-month,Yes,Bank transfer (automatic),114.35,984.1,Yes
CUST-101022,Male,0,Yes,No,8,Month-to-month,Yes,Electronic check,40.95,334.86,Yes
CUST-101023,Male,0,Yes,No,38,One year,Yes,Credit card (automatic),30.26,1218.22,Yes
CUST-101024,Female,0,No,No,58,Two year,Yes,Electronic check,116.99,7050.44,Yes
CUST-101025,Male,0,No,No,19,One year,No,Bank transfer (automatic),46.95,907.12,No
CUST-101026,Female,0,No,Yes,40,Two year,No,Bank transfer (automatic),88.41,3202.22,Yes
CUST-101027,Male,0,No,Yes,37,Two year,No,Electronic check,69.65,2708.63,No
CUST-101028,Male,0,Yes,No,65,Two year,No,Electronic check,102.46,6824.94,Yes
CUST-101029,Female,0,No,Yes,56,One year,Yes,Mailed check,64.93,3989.99,No
CUST-101030,Male,0,No,Yes,61,Two year,No,Mailed check,112.37,6573.67,No
CUST-101031,Male,0,No,No,49,Two year,No,Electronic check,35.66,1590.58,No
CUST-101032,Female,0,No,Yes,15,One year,No,Bank transfer (automatic),109.97,1784.8,No
CUST-101033,Male,0,No,No,21,Month-to-month,No,Bank transfer (automatic),36.14,692.79,Yes
CUST-101034,Male,0,Yes,Yes,55,Month-to-month,Yes,Bank transfer (automatic),103.0,5610.56,No
CUST-101035,Female,0,Yes,No,65,Two year,Yes,Credit card (automatic),77.32,5358.59,No
CUST-101036,Female,0,No,No,43,One year,No,Credit card (automatic),106.28,4400.72,Yes
CUST-101037,Female,0,Yes,No,28,Month-to-month,Yes,Credit card (automatic),94.31,2485.13,No
CUST-101038,Male,1,No,No,9,Month-to-month,No,Bank transfer (automatic),119.18,970.22,Yes
CUST-101039,Female,0,No,Yes,36,Two year,No,Credit card (automatic),58.79,2252.27,No
CUST-101040,Male,0,No,Yes,0,Month-to-month,No,Credit card (automatic),59.4,59.4,Yes
CUST-101041,Male,0,No,Yes,0,Month-to-month,Yes,Bank transfer (automatic),92.14,92.14,Yes
CUST-101042,Female,0,Yes,No,4,Month-to-month,Yes,Mailed check,46.2,192.0,Yes
CUST-101043,Female,0,No,Yes,23,One year,Yes,Electronic check,21.09,476.4,No
CUST-101044,Male,1,No,Yes,29,One year,Yes,Bank transfer (automatic),91.78,2655.45,No
CUST-101045,Male,0,Yes,No,60,Two year,Yes,Bank transfer (automatic),97.9,6134.62,No
CUST-101046,Female,0,Yes,No,54,Two year,No,Electronic check,85.62,4407.79,No
CUST-101047,Female,0,Yes,Yes,61,Two year,No,Mailed check,79.73,5256.74,No
CUST-101048,Female,0,No,No,27,Two year,No,Mailed check,80.55,2382.41,No
CUST-101049,Male,0,No,Yes,55,One year,No,Electronic check,63.96,3660.36,No
CUST-101050,Female,0,Yes,Yes,3,Month-to-month,No,Electronic check,33.16,109.08,No
CUST-101051,Female,0,No,No,47,Two year,No,Credit card (automatic),108.59,4726.36,No
CUST-101052,Male,0,No,Yes,10,One year,No,Electronic check,86.45,828.84,Yes
CUST-101053,Male,0,No,Yes,56,One year,No,Credit card (automatic),43.82,2260.75,No
CUST-101054,Female,0,No,No,8,Month-to-month,No,Credit card (automatic),68.14,501.28,No
CUST-101055,Male,0,No,Yes,29,Month-to-month,No,Mailed check,100.22,3096.08,Yes
CUST-101056,Male,0,No,Yes,49,Two year,No,Electronic check,111.12,5539.17,Yes
CUST-101057,Male,0,Yes,No,36,Two year,Yes,Bank transfer (automatic),114.23,4093.65,Yes
CUST-101058,Female,0,Yes,No,35,One year,Yes,Bank transfer (automatic),106.99,3764.41,No
CUST-101059,Female,1,Yes,Yes,43,Two year,No,Bank transfer (automatic),36.32,1504.35,No
CUST-101060,Female,0,No,No,22,Two year,No,Mailed check,28.48,687.44,No
CUST-101061,Female,0,No,Yes,31,Month-to-month,No,Mailed check,71.07,2094.98,No
CUST-101062,Female,0,Yes,Yes,54,Two year,Yes,Bank transfer (automatic),55.2,3015.44,Yes
CUST-101063,Female,1,No,Yes,32,Month-to-month,No,Electronic check,20.77,680.42,No
CUST-101064,Male,1,Yes,Yes,72,One year,No,Mailed check,89.58,6240.52,No
CUST-101065,Male,0,No,Yes,62,Two year,Yes,Bank transfer (automatic),21.3,1443.44,Yes
CUST-101066,Male,1,Yes,Yes,69,Two year,Yes,Electronic check,28.47,1770.02,Yes
CUST-101067,Female,0,No,No,46,Two year,No,Electronic check,89.24,4273.4,Yes
CUST-101068,Female,0,Yes,No,10,Month-to-month,No,Electronic check,52.1,564.81,No
CUST-101069,Male,0,No,No,16,Month-to-month,Yes,Credit card (automatic),108.89,1667.5,No
CUST-101070,Female,0,Yes,Yes,38,One year,Yes,Credit card (automatic),33.45,1302.34,No
CUST-101071,Female,0,No,No,51,Two year,Yes,Bank transfer (automatic),110.67,5855.62,No
CUST-101072,Female,0,Yes,No,8,Month-to-month,No,Mailed check,76.2,630.35,Yes
CUST-101073,Female,0,No,Yes,21,One year,No,Bank transfer (automatic),44.0,836.42,No
CUST-101074,Female,0,No,Yes,43,Two year,No,Bank transfer (automatic),89.07,3824.26,No
CUST-101075,Male,0,Yes,No,44,Month-to-month,No,Electronic check,46.14,2221.27,No
CUST-101076,Female,0,Yes,No,40,Two year,No,Credit card (automatic),91.66,3439.99,No
CUST-101077,Female,0,Yes,No,53,One year,No,Electronic check,88.43,4761.1,No
CUST-101078,Female,0,No,No,23,Month-to-month,Yes,Credit card (automatic),96.35,2437.12,Yes
CUST-101079,Female,0,Yes,Yes,31,Month-to-month,Yes,Mailed check,45.91,1511.96,Yes
CUST-101080,Female,0,No,Yes,8,Month-to-month,No,Mailed check,39.33,331.56,No
CUST-101081,Male,0,No,No,66,One year,No,Electronic check,114.24,7816.7,No
CUST-101082,Female,0,No,No,29,Month-to-month,Yes,Electronic check,67.86,2064.39,Yes
CUST-101083,Male,0,Yes,No,14,Month-to-month,Yes,Credit card (automatic),95.11,1450.61,Yes
CUST-101084,Male,0,No,No,34,One year,Yes,Mailed check,93.9,3147.59,No
CUST-101085,Male,0,Yes,Yes,22,Month-to-month,Yes,Electronic check,42.58,909.33,No
CUST-101086,Male,0,Yes,No,47,Two year,No,Mailed check,20.45,905.57,No
CUST-101087,Female,0,No,Yes,49,Two year,No,Bank transfer (automatic),117.33,6247.76,Yes
CUST-101088,Male,0,Yes,Yes,4,Month-to-month,Yes,Mailed check,88.05,334.04,No
CUST-101089,Female,0,No,Yes,24,Month-to-month,Yes,Mailed check,41.56,961.17,No
CUST-101090,Male,0,No,Yes,46,One year,No,Electronic check,85.97,3798.61,No
CUST-101091,Male,0,No,Yes,12,Month-to-month,Yes,Credit card (automatic),54.74,687.96,Yes
CUST-101092,Female,0,Yes,No,71,Two year,Yes,Mailed check,117.44,9006.58,No
CUST-101093,Male,0,No,Yes,27,One year,No,Bank transfer (automatic),112.34,3173.18,Yes
CUST-101094,Female,0,No,Yes,60,Two year,No,Bank transfer (automatic),87.18,5462.22,Yes
CUST-101095,Female,0,Yes,Yes,26,One year,Yes,Mailed check,89.31,2487.8,No
CUST-101096,Female,0,No,No,31,One year,Yes,Bank transfer (automatic),50.29,1522.97,No
CUST-101097,Male,0,Yes,Yes,13,Two year,Yes,Mailed check,113.06,1461.5,No
CUST-101098,Female,0,No,No,64,One year,Yes,Credit card (automatic),79.79,4604.83,No
CUST-101099,Female,0,Yes,No,32,Two year,No,Credit card (automatic),92.85,3109.62,No
CUST-101100,Female,0,No,No,67,Two year,Yes,Mailed check,110.18,7682.03,No
CUST-101101,Male,0,No,No,53,Two year,No,Bank transfer (automatic),80.61,4274.86,Yes
CUST-101102,Male,0,No,No,2,Month-to-month,No,Electronic check,91.43,179.29,Yes
CUST-101103,Male,0,Yes,Yes,55,Month-to-month,Yes,Bank transfer (automatic),91.64,5307.58,No
CUST-101104,Female,1,Yes,No,8,Month-to-month,Yes,Electronic check,61.63,531.12,No
CUST-101105,Male,0,No,No,42,Two year,No,Mailed check,108.57,4825.76,No
CUST-101106,Male,0,No,No,2,Month-to-month,No,Bank transfer (automatic),36.31,75.25,No
CUST-101107,Female,0,No,No,35,One year,Yes,Bank transfer (automatic),100.39,3490.04,No
CUST-101108,Female,0,Yes,Yes,67,Two year,Yes,Credit card (automatic),119.11,7986.75,No
CUST-101109,Male,1,No,Yes,46,Two year,Yes,Electronic check,37.6,1778.46,No
CUST-101110,Female,0,Yes,Yes,39,Month-to-month,No,Bank transfer (automatic),119.86,4991.92,Yes
CUST-101111,Male,0,No,No,65,One year,No,Credit card (automatic),81.23,5475.2,No
CUST-101112,Female,0,No,Yes,61,Two year,No,Mailed check,41.98,2775.54,Yes
CUST-101113,Male,0,Yes,Yes,39,One year,No,Bank transfer (automatic),69.76,2761.45,No
CUST-101114,Female,0,No,Yes,26,Month-to-month,Yes,Mailed check,109.32,2975.49,Yes
CUST-101115,Male,0,Yes,Yes,5,Month-to-month,No,Electronic check,119.33,610.51,No
CUST-101116,Male,0,Yes,No,3,Month-to-month,Yes,Credit card (automatic),39.31,127.73,No
CUST-101117,Female,0,No,No,20,Month-to-month,No,Electronic check,58.47,1246.19,No
CUST-101118,Female,0,Yes,No,7,Month-to-month,Yes,Electronic check,39.08,252.31,Yes
CUST-101119,Female,0,No,No,64,One year,Yes,Bank transfer (automatic),113.03,7394.24,Yes
CUST-101120,Female,0,No,Yes,13,One year,No,Electronic check,57.94,744.45,No
CUST-101121,Male,0,Yes,Yes,33,One year,No,Electronic check,95.77,3069.44,No
CUST-101122,Male,0,Yes,Yes,7,One year,No,Credit card (automatic),91.19,602.96,Yes
CUST-101123,Male,0,No,Yes,53,Two year,No,Credit card (automatic),57.76,2810.65,No
CUST-101124,Female,0,Yes,No,35,Month-to-month,Yes,Bank transfer (automatic),41.71,1483.24,Yes
CUST-101125,Male,0,Yes,No,51,Two year,Yes,Bank transfer (automatic),61.38,3328.34,No
CUST-101126,Male,0,No,No,48,Month-to-month,No,Electronic check,96.22,4464.56,Yes
CUST-101127,Male,0,Yes,Yes,35,One year,Yes,Bank transfer (automatic),43.7,1572.09,No
CUST-101128,Male,0,Yes,No,23,Month-to-month,No,Electronic check,95.65,2294.97,No
CUST-101129,Male,0,Yes,Yes,39,Two year,No,Electronic check,110.02,4236.38,No
CUST-101130,Female,1,Yes,Yes,72,Two year,No,Mailed check,91.47,7040.24,Yes
CUST-101131,Female,0,No,No,36,Two year,No,Electronic check,61.36,2170.93,No
CUST-101132,Female,1,No,No,9,Month-to-month,Yes,Credit card (automatic),64.38,521.53,Yes
CUST-101133,Female,0,No,Yes,69,Two year,No,Credit card (automatic),119.13,8249.9,No
CUST-101134,Male,0,Yes,No,21,Month-to-month,No,Bank transfer (automatic),77.4,1576.89,No
CUST-101135,Female,0,No,No,60,One year,Yes,Electronic check,63.75,4008.99,Yes
CUST-101136,Female,1,Yes,Yes,41,One year,No,Electronic check,110.18,4098.56,No
CUST-101137,Female,0,No,Yes,37,One year,Yes,Credit card (automatic),89.5,3355.9,No
CUST-101138,Male,0,No,No,27,Two year,No,Bank transfer (automatic),43.17,1176.04,No
CUST-101139,Male,0,No,No,5,Month-to-month,No,Bank transfer (automatic),90.16,442.94,No
CUST-101140,Male,0,No,No,59,Two year,Yes,Bank transfer (automatic),79.14,4652.49,No
CUST-101141,Male,0,No,Yes,14,Two year,No,Bank transfer (automatic),29.07,447.42,No
CUST-101142,Male,0,Yes,Yes,38,One year,No,Electronic check,119.48,4222.46,No
CUST-101143,Male,0,Yes,No,10,Month-to-month,Yes,Mailed check,94.35,1027.81,No
CUST-101144,Female,0,Yes,Yes,57,Two year,Yes,Electronic check,81.47,4335.66,No
CUST-101145,Female,0,Yes,Yes,39,One year,No,Bank transfer (automatic),71.45,2862.03,No
CUST-101146,Female,0,No,Yes,63,Month-to-month,Yes,Credit card (automatic),48.5,2934.66,Yes
CUST-101147,Female,0,No,No,13,Month-to-month,No,Bank transfer (automatic),52.27,636.42,Yes
CUST-101148,Female,0,Yes,Yes,46,Two year,Yes,Mailed check,119.0,5815.89,Yes
CUST-101149,Female,1,Yes,No,59,Two year,No,Bank transfer (automatic),48.84,2898.22,Yes
CUST-101150,Female,1,No,Yes,35,One year,No,Credit card (automatic),105.42,3792.55,No
CUST-101151,Male,0,No,Yes,51,Two year,No,Electronic check,108.37,5448.22,Yes
CUST-101152,Male,0,No,Yes,33,One year,Yes,Mailed check,106.52,3284.27,Yes
CUST-101153,Female,1,No,No,58,Two year,Yes,Electronic check,79.91,,No
CUST-101154,Female,0,No,No,21,One year,Yes,Bank transfer (automatic),78.87,1785.13,Yes
CUST-101155,Male,0,Yes,No,27,One year,Yes,Bank transfer (automatic),85.79,2413.41,No
CUST-101156,Female,0,No,No,55,One year,No,Credit card (automatic),27.46,1405.79,No
CUST-101157,Female,0,Yes,No,50,One year,Yes,Bank transfer (automatic),62.27,2857.37,No
CUST-101158,Female,0,No,No,10,Month-to-month,No,Bank transfer (automatic),52.19,535.61,No
CUST-101159,Male,0,No,Yes,9,Month-to-month,No,Bank transfer (automatic),62.45,575.36,No
CUST-101160,Male,0,Yes,Yes,58,One year,No,Credit card (automatic),27.7,1627.12,No
CUST-101161,Female,1,No,No,51,Two year,Yes,Credit card (automatic),94.36,5039.46,No
CUST-101162,Male,1,No,No,9,Month-to-month,No,Credit card (automatic),33.16,275.85,No
CUST-101163,Male,0,No,No,34,Two year,No,Credit card (automatic),75.32,2417.03,No
CUST-101164,Male,0,Yes,No,63,Two year,Yes,Bank transfer (automatic),118.63,8186.32,No
CUST-101165,Female,0,No,Yes,1,Month-to-month,No,Electronic check,118.25,117.83,No
CUST-101166,Male,0,No,Yes,21,Two year,No,Bank transfer (automatic),57.33,1320.83,Yes
CUST-101167,Male,0,No,Yes,57,Two year,No,Mailed check,83.67,4751.38,Yes
CUST-101168,Female,0,Yes,Yes,33,Two year,Yes,Electronic check,70.05,2504.29,No
CUST-101169,Female,1,Yes,No,7,Month-to-month,No,Bank transfer (automatic),26.42,194.22,Yes
CUST-101170,Female,1,No,Yes,32,One year,Yes,Bank transfer (automatic),72.81,2263.98,No
CUST-101171,Male,0,Yes,Yes,67,One year,Yes,Credit card (automatic),99.78,7233.39,No
CUST-101172,Male,0,Yes,No,49,Two year,Yes,Bank transfer (automatic),30.39,1379.33,No
CUST-101173,Female,0,Yes,Yes,9,Month-to-month,No,Mailed check,116.05,1092.19,No
CUST-101174,Female,0,Yes,Yes,12,One year,No,Mailed check,30.26,345.63,No
CUST-101175,Male,0,No,No,13,Month-to-month,No,Credit card (automatic),26.14,370.09,Yes
CUST-101176,Male,0,Yes,Yes,57,Two year,No,Mailed check,115.03,6781.46,No
CUST-101177,Female,0,Yes,No,21,One year,Yes,Bank transfer (automatic),62.89,1192.09,No
CUST-101178,Male,0,No,Yes,34,One year,No,Bank transfer (automatic),64.61,2295.07,Yes
CUST-101179,Female,0,Yes,Yes,57,One year,No,Mailed check,118.96,6917.91,No
CUST-101180,Male,0,No,Yes,70,Month-to-month,Yes,Bank transfer (automatic),69.52,4945.85,No
CUST-101181,Female,0,No,Yes,15,One year,No,Mailed check,75.48,1235.53,No
CUST-101182,Male,0,No,Yes,32,Two year,No,Electronic check,25.7,887.52,No
CUST-101183,Female,1,Yes,Yes,53,Two year,Yes,Mailed check,79.91,4604.24,No
CUST-101184,Male,1,No,Yes,44,Two year,No,Credit card (automatic),34.57,1468.64,No
CUST-101185,Female,0,No,No,30,One year,Yes,Electronic check,27.36,785.4,No
CUST-101186,Male,0,Yes,Yes,35,Month-to-month,Yes,Credit card (automatic),48.18,1833.04,No
CUST-101187,Female,0,Yes,No,48,Two year,Yes,Electronic check,31.77,1664.57,No
CUST-101188,Female,0,No,Yes,10,Month-to-month,No,Credit card (automatic),35.29,329.13,No
CUST-101189,Female,0,No,No,22,One year,Yes,Bank transfer (automatic),46.09,924.5,No
CUST-101190,Female,0,Yes,Yes,32,One year,No,Electronic check,34.83,1132.71,No
CUST-101191,Female,0,Yes,Yes,4,Month-to-month,No,Credit card (automatic),39.26,157.11,Yes
CUST-101192,Male,1,Yes,No,0,Month-to-month,No,Credit card (automatic),42.57,42.57,Yes
CUST-101193,Female,0,Yes,No,11,Month-to-month,No,Bank transfer (automatic),47.17,493.02,Yes
CUST-101194,Male,0,No,Yes,17,Two year,Yes,Mailed check,26.75,498.91,No
CUST-101195,Female,0,Yes,No,6,Month-to-month,Yes,Mailed check,31.86,206.0,No
CUST-101196,Male,0,No,Yes,19,Month-to-month,No,Credit card (automatic),109.12,2167.28,Yes
CUST-101197,Female,0,Yes,No,64,One year,Yes,Credit card (automatic),56.89,3379.63,No
CUST-101198,Female,0,Yes,Yes,44,Two year,Yes,Mailed check,118.46,5690.79,Yes
CUST-101199,Male,1,No,No,45,Two year,No,Credit card (automatic),32.39,1500.72,No
CUST-101200,Female,1,Yes,Yes,39,One year,No,Credit card (automatic),83.32,3340.02,No
CUST-101201,Male,0,No,No,67,Two year,Yes,Bank transfer (automatic),49.22,3081.49,No
CUST-101202,Male,0,No,Yes,15,Month-to-month,Yes,Credit card (automatic),62.41,925.42,No
CUST-101203,Female,1,No,No,58,Month-to-month,No,Bank transfer (automatic),91.67,5071.33,No
CUST-101204,Female,0,No,No,22,Two year,Yes,Mailed check,68.14,1599.8,No
CUST-101205,Male,0,Yes,No,51,Two year,No,Bank transfer (automatic),99.01,5139.95,No
CUST-101206,Female,0,Yes,No,61,Two year,No,Mailed check,24.22,1329.82,No
CUST-101207,Female,1,Yes,No,29,Two year,No,Mailed check,65.73,2035.42,No
CUST-101208,Female,0,Yes,Yes,9,Month-to-month,Yes,Bank transfer (automatic),28.66,247.49,Yes
CUST-101209,Male,1,No,No,18,Two year,Yes,Bank transfer (automatic),64.13,1254.7,No
CUST-101210,Female,0,No,No,26,Month-to-month,Yes,Electronic check,26.03,729.45,No
CUST-101211,Male,0,No,Yes,36,Two year,Yes,Mailed check,23.99,792.1,Yes
CUST-101212,Male,1,Yes,Yes,5,Month-to-month,No,Electronic check,48.26,236.46,No
CUST-101213,Male,0,Yes,Yes,32,Two year,Yes,Bank transfer (automatic),54.88,1778.31,No
CUST-101214,Male,1,Yes,Yes,58,Two year,No,Bank transfer (automatic),27.79,1530.05,No
CUST-101215,Female,0,No,Yes,21,One year,Yes,Credit card (automatic),25.58,492.01,No
CUST-101216,Female,0,No,No,11,Month-to-month,No,Bank transfer (automatic),21.36,238.3,No
CUST-101217,Male,0,Yes,No,9,Month-to-month,Yes,Credit card (automatic),31.27,280.78,No
CUST-101218,Male,0,No,No,60,Month-to-month,No,Credit card (automatic),104.22,6431.71,Yes
CUST-101219,Male,0,No,No,32,Two year,Yes,Bank transfer (automatic),62.7,1845.84,No
CUST-101220,Male,0,Yes,Yes,47,Two year,Yes,Electronic check,24.77,1065.55,Yes
